Frequency (Hz)	Level (dB)
4769.604492	-146.552475
4769.940948	-147.804520
4770.277405	-142.916946
4770.613861	-147.275269
4770.950317	-150.518250
4771.286774	-144.372147
4771.623230	-142.959137
4771.959686	-141.299988
4772.296143	-142.856781
4772.632599	-142.611435
4772.969055	-145.671188
4773.305511	-144.701828
4773.641968	-143.153748
4773.978424	-141.145279
4774.314880	-142.612183
4774.651337	-148.798019
4774.987793	-146.354095
4775.324249	-146.404572
4775.660706	-145.806000
4775.997162	-152.380188
4776.333618	-152.000473
4776.670074	-147.718262
4777.006531	-145.844238
4777.342987	-144.420380
4777.679443	-145.206955
4778.015900	-146.277161
4778.352356	-144.655731
4778.688812	-148.080688
4779.025269	-145.028198
4779.361725	-145.502670
4779.698181	-147.125092
4780.034637	-146.272217
4780.371094	-145.750839
4780.707550	-142.563354
4781.044006	-140.981522
4781.380463	-141.432861
4781.716919	-141.977310
4782.053375	-142.897629
4782.389832	-143.665710
4782.726288	-149.075104
4783.062744	-148.704605
4783.399200	-144.303925
4783.735657	-144.804016
4784.072113	-147.324051
4784.408569	-147.335953
4784.745026	-143.393860
4785.081482	-144.691788
4785.417938	-145.545212
4785.754395	-146.379700
4786.090851	-145.813126
4786.427307	-142.415939
4786.763763	-142.207886
4787.100220	-143.489441
4787.436676	-141.767242
4787.773132	-139.454193
4788.109589	-139.235214
4788.446045	-140.713577
4788.782501	-146.635712
4789.118958	-146.411926
4789.455414	-146.004425
4789.791870	-147.888794
4790.128326	-152.387756
4790.464783	-150.503250
4790.801239	-147.199173
4791.137695	-143.994705
4791.474152	-142.470230
4791.810608	-143.456650
4792.147064	-145.458176
4792.483521	-145.805069
4792.819977	-146.272751
4793.156433	-143.887405
4793.492889	-143.606415
4793.829346	-148.154099
4794.165802	-148.879120
4794.502258	-145.885239
4794.838715	-148.717606
4795.175171	-145.534073
4795.511627	-142.682648
4795.848083	-145.552917
4796.184540	-142.690063
4796.520996	-144.612747
4796.857452	-145.622818
4797.193909	-142.183044
4797.530365	-142.103745
4797.866821	-141.318832
4798.203278	-146.969849
4798.539734	-144.805099
4798.876190	-147.430664
4799.212646	-148.805618
4799.549103	-150.575150
4799.885559	-148.028625
4800.222015	-147.065521
4800.558472	-149.118149
4800.894928	-148.131027
4801.231384	-146.199326
4801.567841	-144.512527
4801.904297	-143.779129
4802.240753	-144.847458
4802.577209	-145.005676
4802.913666	-143.454300
4803.250122	-145.452499
4803.586578	-145.739426
4803.923035	-143.505981
4804.259491	-144.138809
4804.595947	-147.366547
4804.932404	-144.792633
4805.268860	-143.830780
4805.605316	-145.242905
4805.941772	-145.585953
4806.278229	-145.405655
4806.614685	-145.290771
4806.951141	-147.367157
4807.287598	-149.208862
4807.624054	-144.750946
4807.960510	-143.708389
4808.296967	-145.624039
4808.633423	-144.312088
4808.969879	-140.673065
4809.306335	-143.025909
4809.642792	-144.576447
4809.979248	-145.141434
4810.315704	-142.158371
4810.652161	-143.475113
4810.988617	-144.653336
4811.325073	-145.373245
4811.661530	-143.407043
4811.997986	-142.514709
4812.334442	-141.680893
4812.670898	-142.913895
4813.007355	-145.161285
4813.343811	-145.129303
4813.680267	-143.163406
4814.016724	-141.988266
4814.353180	-146.401535
4814.689636	-143.195068
4815.026093	-141.482895
4815.362549	-139.760056
4815.699005	-141.590836
4816.035461	-144.563950
4816.371918	-141.969818
4816.708374	-141.635239
4817.044830	-145.867752
4817.381287	-144.630997
4817.717743	-144.427124
4818.054199	-146.320038
4818.390656	-143.932999
4818.727112	-144.221893
4819.063568	-144.951126
4819.400024	-148.735092
4819.736481	-149.740250
4820.072937	-144.534698
4820.409393	-145.965912
4820.745850	-143.502899
4821.082306	-141.604385
4821.418762	-142.403717
4821.755219	-143.427261
4822.091675	-148.090897
4822.428131	-150.799255
4822.764587	-152.146271
4823.101044	-147.042908
4823.437500	-142.644211
4823.773956	-145.707047
4824.110413	-145.279678
4824.446869	-146.046722
4824.783325	-146.632889
4825.119781	-146.711365
4825.456238	-145.356476
4825.792694	-145.433670
4826.129150	-146.557541
4826.465607	-148.300598
4826.802063	-150.072296
4827.138519	-149.001480
4827.474976	-147.194672
4827.811432	-146.084442
4828.147888	-143.954544
4828.484344	-140.401718
4828.820801	-144.767426
4829.157257	-147.716049
4829.493713	-143.374573
4829.830170	-142.792801
4830.166626	-143.981293
4830.503082	-144.554245
4830.839539	-145.927948
4831.175995	-147.256714
4831.512451	-142.899643
4831.848907	-142.640930
4832.185364	-143.635895
4832.521820	-143.254639
4832.858276	-142.655411
4833.194733	-144.383453
4833.531189	-144.335709
4833.867645	-144.239777
4834.204102	-145.063950
4834.540558	-149.447754
4834.877014	-147.802719
4835.213470	-144.716705
4835.549927	-147.368301
4835.886383	-145.935699
4836.222839	-144.561920
4836.559296	-144.266846
4836.895752	-143.781281
4837.232208	-145.935654
4837.568665	-144.187775
4837.905121	-148.256027
4838.241577	-151.300003
4838.578033	-145.109406
4838.914490	-143.232864
4839.250946	-147.795258
4839.587402	-145.466476
4839.923859	-141.138824
4840.260315	-144.273499
4840.596771	-143.095810
4840.933228	-141.554810
4841.269684	-144.460037
4841.606140	-141.370392
4841.942596	-143.530624
4842.279053	-144.960358
4842.615509	-144.005371
4842.951965	-142.189240
4843.288422	-145.441605
4843.624878	-147.171036
4843.961334	-144.973160
4844.297791	-145.130127
4844.634247	-141.558777
4844.970703	-140.890213
4845.307159	-142.287933
4845.643616	-145.768707
4845.980072	-144.839752
4846.316528	-144.293411
4846.652985	-145.790756
4846.989441	-147.380463
4847.325897	-149.710815
4847.662354	-149.974777
4847.998810	-144.685623
4848.335266	-141.006561
4848.671722	-143.265823
4849.008179	-144.654709
4849.344635	-145.715958
4849.681091	-144.500366
4850.017548	-142.030899
4850.354004	-144.312943
4850.690460	-149.344498
4851.026917	-147.279968
4851.363373	-148.361313
4851.699829	-148.751953
4852.036285	-146.384872
4852.372742	-142.798019
4852.709198	-141.976379
4853.045654	-144.066345
4853.382111	-143.493988
4853.718567	-145.016678
4854.055023	-145.893448
4854.391479	-143.094849
4854.727936	-142.449921
4855.064392	-141.393555
4855.400848	-141.219910
4855.737305	-140.857483
4856.073761	-144.861679
4856.410217	-144.961929
4856.746674	-143.875046
4857.083130	-147.670883
4857.419586	-145.227417
4857.756042	-142.781387
4858.092499	-145.340378
4858.428955	-144.528336
4858.765411	-143.073761
4859.101868	-144.333344
4859.438324	-145.786591
4859.774780	-144.549820
4860.111237	-145.996643
4860.447693	-144.815308
4860.784149	-143.061722
4861.120605	-145.639969
4861.457062	-146.301834
4861.793518	-145.856567
4862.129974	-145.582504
4862.466431	-147.363983
4862.802887	-144.862946
4863.139343	-141.609192
4863.475800	-140.541046
4863.812256	-139.805847
4864.148712	-141.842255
4864.485168	-145.114990
4864.821625	-148.706696
4865.158081	-144.682922
4865.494537	-144.237259
4865.830994	-143.323883
4866.167450	-144.150803
4866.503906	-145.804001
4866.840363	-144.979980
4867.176819	-143.485291
4867.513275	-144.013428
4867.849731	-143.706223
4868.186188	-141.786255
4868.522644	-141.356567
4868.859100	-143.294052
4869.195557	-146.796219
4869.532013	-147.255630
4869.868469	-146.018768
4870.204926	-143.896271
4870.541382	-145.308182
4870.877838	-146.253922
4871.214294	-145.381210
4871.550751	-145.281647
4871.887207	-143.123352
4872.223663	-148.548187
4872.560120	-147.688583
4872.896576	-145.445724
4873.233032	-143.563751
4873.569489	-144.457962
4873.905945	-144.576630
4874.242401	-143.126526
4874.578857	-141.988174
4874.915314	-145.112778
4875.251770	-146.980728
4875.588226	-146.716858
4875.924683	-144.580887
4876.261139	-144.923080
4876.597595	-145.792313
4876.934052	-151.549026
4877.270508	-147.580200
4877.606964	-142.599091
4877.943420	-143.864838
4878.279877	-146.453323
4878.616333	-145.025101
4878.952789	-145.831467
4879.289246	-145.023819
4879.625702	-145.124893
4879.962158	-147.989655
4880.298615	-151.088547
4880.635071	-147.110977
4880.971527	-146.383987
4881.307983	-146.425430
4881.644440	-147.545135
4881.980896	-150.290710
4882.317352	-152.159622
4882.653809	-148.615051
4882.990265	-143.145477
4883.326721	-144.213943
4883.663177	-141.616409
4883.999634	-142.623154
4884.336090	-149.814850
4884.672546	-150.954758
4885.009003	-146.861389
4885.345459	-145.411179
4885.681915	-142.925400
4886.018372	-143.205353
4886.354828	-147.938416
4886.691284	-145.463654
4887.027740	-146.563324
4887.364197	-146.595291
4887.700653	-147.556381
4888.037109	-154.811508
4888.373566	-147.406235
4888.710022	-148.670914
4889.046478	-144.914810
4889.382935	-145.259552
4889.719391	-147.512741
4890.055847	-146.029907
4890.392303	-145.251328
4890.728760	-142.912720
4891.065216	-142.629120
4891.401672	-145.524475
4891.738129	-152.415436
4892.074585	-148.401611
4892.411041	-146.020721
4892.747498	-146.912491
4893.083954	-145.248016
4893.420410	-144.841187
4893.756866	-147.608398
4894.093323	-144.536407
4894.429779	-142.182388
4894.766235	-143.979340
4895.102692	-146.317200
4895.439148	-145.485260
4895.775604	-144.939972
4896.112061	-144.013397
4896.448517	-145.751221
4896.784973	-145.827148
4897.121429	-144.008667
4897.457886	-143.765610
4897.794342	-142.822784
4898.130798	-141.557816
4898.467255	-141.131378
4898.803711	-143.168503
4899.140167	-145.173370
4899.476624	-145.061386
4899.813080	-149.306152
4900.149536	-148.334320
4900.485992	-145.507492
4900.822449	-146.161621
4901.158905	-143.809418
4901.495361	-144.625031
4901.831818	-145.012390
4902.168274	-141.738068
4902.504730	-143.933350
4902.841187	-143.495056
4903.177643	-142.631653
4903.514099	-143.316269
4903.850555	-143.189545
4904.187012	-141.360275
4904.523468	-139.545639
4904.859924	-142.080963
4905.196381	-144.033920
4905.532837	-147.342575
4905.869293	-147.009460
4906.205750	-144.940140
4906.542206	-147.363647
4906.878662	-145.088089
4907.215118	-146.790390
4907.551575	-144.832336
4907.888031	-144.778885
4908.224487	-146.650513
4908.560944	-149.041809
4908.897400	-147.653427
4909.233856	-150.614044
4909.570312	-144.008392
4909.906769	-143.304504
4910.243225	-145.240723
4910.579681	-145.736755
4910.916138	-145.346298
4911.252594	-142.119461
4911.589050	-142.732300
4911.925507	-143.141769
4912.261963	-141.158920
4912.598419	-140.896652
4912.934875	-144.888016
4913.271332	-143.556137
4913.607788	-140.976746
4913.944244	-141.032852
4914.280701	-142.886215
4914.617157	-141.863693
4914.953613	-142.930054
4915.290070	-142.367828
4915.626526	-148.108490
4915.962982	-142.537125
4916.299438	-140.281097
4916.635895	-140.584152
4916.972351	-140.728653
4917.308807	-142.442169
4917.645264	-143.568726
4917.981720	-144.822052
4918.318176	-142.117432
4918.654633	-143.467041
4918.991089	-144.423523
4919.327545	-148.650818
4919.664001	-144.603470
4920.000458	-142.845245
4920.336914	-150.758926
4920.673370	-154.314438
4921.009827	-152.401779
4921.346283	-146.312469
4921.682739	-145.459320
4922.019196	-146.555679
4922.355652	-143.621887
4922.692108	-142.870773
4923.028564	-144.184677
4923.365021	-147.081192
4923.701477	-149.885712
4924.037933	-147.339462
4924.374390	-140.597443
4924.710846	-138.843109
4925.047302	-145.321106
4925.383759	-147.262131
4925.720215	-144.632629
4926.056671	-143.134949
4926.393127	-143.128937
4926.729584	-146.206573
4927.066040	-147.530823
4927.402496	-147.251282
4927.738953	-145.779602
4928.075409	-147.383514
4928.411865	-145.767746
4928.748322	-143.102234
4929.084778	-145.466156
4929.421234	-145.128693
4929.757690	-146.626724
4930.094147	-147.289398
4930.430603	-146.303818
4930.767059	-144.776703
4931.103516	-146.619034
4931.439972	-147.315445
4931.776428	-144.544250
4932.112885	-143.963379
4932.449341	-146.053741
4932.785797	-146.072571
4933.122253	-146.832825
4933.458710	-143.928177
4933.795166	-145.855789
4934.131622	-147.882629
4934.468079	-146.321716
4934.804535	-140.720322
4935.140991	-142.379944
4935.477448	-146.422028
4935.813904	-143.088135
4936.150360	-143.590927
4936.486816	-142.666977
4936.823273	-144.735184
4937.159729	-144.541733
4937.496185	-143.340347
4937.832642	-141.077881
4938.169098	-143.594635
4938.505554	-145.570236
4938.842010	-147.118942
4939.178467	-151.102615
4939.514923	-150.284409
4939.851379	-146.357727
4940.187836	-143.791306
4940.524292	-142.866653
4940.860748	-145.279709
4941.197205	-142.622574
4941.533661	-146.829926
4941.870117	-141.807968
4942.206573	-141.301102
4942.543030	-142.348099
4942.879486	-143.052002
4943.215942	-144.965775
4943.552399	-143.156128
4943.888855	-144.323517
4944.225311	-144.625275
4944.561768	-144.771027
4944.898224	-144.622437
4945.234680	-145.261536
4945.571136	-145.678848
4945.907593	-149.250320
4946.244049	-148.896942
4946.580505	-144.833115
4946.916962	-144.882034
4947.253418	-148.324646
4947.589874	-147.922974
4947.926331	-142.265472
4948.262787	-140.631149
4948.599243	-142.257751
4948.935699	-144.359207
4949.272156	-146.207321
4949.608612	-144.726852
4949.945068	-144.285965
4950.281525	-145.511780
4950.617981	-146.778427
4950.954437	-144.439865
4951.290894	-144.028809
4951.627350	-144.172668
4951.963806	-143.281799
4952.300262	-144.231689
4952.636719	-145.545593
4952.973175	-144.655121
4953.309631	-144.264847
4953.646088	-146.365036
4953.982544	-145.843216
4954.319000	-147.801620
4954.655457	-145.953751
4954.991913	-145.279404
4955.328369	-145.639511
4955.664825	-145.963699
4956.001282	-148.058029
4956.337738	-145.475906
4956.674194	-145.007050
4957.010651	-145.243240
4957.347107	-143.976044
4957.683563	-144.333710
4958.020020	-142.520218
4958.356476	-145.150833
4958.692932	-147.670609
4959.029388	-141.695969
4959.365845	-140.654465
4959.702301	-144.471420
4960.038757	-146.323685
4960.375214	-146.904602
4960.711670	-145.159714
4961.048126	-142.552963
4961.384583	-143.584854
4961.721039	-144.819321
4962.057495	-145.118103
4962.393951	-144.416107
4962.730408	-141.924026
4963.066864	-142.084854
4963.403320	-145.283096
4963.739777	-145.144760
4964.076233	-146.164734
4964.412689	-144.058945
4964.749146	-143.584351
4965.085602	-143.084717
4965.422058	-144.394958
4965.758514	-146.632782
4966.094971	-143.606094
4966.431427	-142.814667
4966.767883	-142.177811
4967.104340	-142.129791
4967.440796	-144.249664
4967.777252	-143.560364
4968.113708	-142.597260
4968.450165	-146.259216
4968.786621	-146.319656
4969.123077	-143.891464
4969.459534	-146.414810
4969.795990	-148.241119
4970.132446	-151.615005
4970.468903	-148.622681
4970.805359	-145.430511
4971.141815	-145.261078
4971.478271	-149.620499
4971.814728	-146.852921
4972.151184	-145.816330
4972.487640	-144.290375
4972.824097	-139.554672
4973.160553	-138.017059
4973.497009	-142.594391
4973.833466	-144.321686
4974.169922	-143.717346
4974.506378	-142.634552
4974.842834	-145.016403
4975.179291	-149.077988
4975.515747	-146.754791
4975.852203	-141.933929
4976.188660	-143.633743
4976.525116	-147.686417
4976.861572	-145.813690
4977.198029	-143.863586
4977.534485	-144.147263
4977.870941	-144.076294
4978.207397	-142.241745
4978.543854	-141.822815
4978.880310	-143.573303
4979.216766	-144.739914
4979.553223	-145.434280
4979.889679	-150.054276
4980.226135	-148.018906
4980.562592	-145.523422
4980.899048	-145.440170
4981.235504	-144.293564
4981.571960	-143.794601
4981.908417	-145.316162
4982.244873	-143.448822
4982.581329	-142.837433
4982.917786	-142.764038
4983.254242	-144.670242
4983.590698	-143.003845
4983.927155	-142.541229
4984.263611	-143.077744
4984.600067	-143.221664
4984.936523	-143.492615
4985.272980	-146.948273
4985.609436	-148.054398
4985.945892	-147.329544
4986.282349	-145.015518
4986.618805	-142.977097
4986.955261	-145.001434
4987.291718	-146.004333
4987.628174	-143.249176
4987.964630	-144.016602
4988.301086	-144.263168
4988.637543	-147.287567
4988.973999	-149.103378
4989.310455	-145.210587
4989.646912	-147.531036
4989.983368	-145.544067
4990.319824	-144.759079
4990.656281	-144.431198
4990.992737	-145.750290
4991.329193	-144.619171
4991.665649	-142.534851
4992.002106	-142.916473
4992.338562	-142.422775
4992.675018	-145.431335
4993.011475	-144.298096
4993.347931	-144.880554
4993.684387	-143.543381
4994.020844	-143.397964
4994.357300	-144.321030
4994.693756	-143.580109
4995.030212	-141.373260
4995.366669	-143.762283
4995.703125	-147.416199
4996.039581	-143.908035
4996.376038	-145.524155
4996.712494	-144.209030
4997.048950	-144.086884
4997.385406	-147.883606
4997.721863	-148.960236
4998.058319	-143.155670
4998.394775	-144.953781
4998.731232	-143.785034
4999.067688	-147.718048
4999.404144	-148.283630
4999.740601	-144.520813
5000.077057	-143.410095
5000.413513	-145.224243
5000.749969	-144.072800
5001.086426	-148.834213
5001.422882	-145.236389
5001.759338	-143.723221
5002.095795	-144.272186
5002.432251	-142.694260
5002.768707	-141.776321
5003.105164	-145.475983
5003.441620	-142.386093
5003.778076	-143.600723
5004.114532	-141.194656
5004.450989	-142.443039
5004.787445	-146.209274
5005.123901	-145.203247
5005.460358	-146.870209
5005.796814	-146.429321
5006.133270	-143.102692
5006.469727	-146.809494
5006.806183	-144.850891
5007.142639	-143.128922
5007.479095	-145.226532
5007.815552	-145.286087
5008.152008	-143.720398
5008.488464	-144.462936
5008.824921	-143.798615
5009.161377	-143.675903
5009.497833	-142.700836
5009.834290	-143.765289
5010.170746	-146.018204
5010.507202	-146.514008
5010.843658	-145.724609
5011.180115	-147.487198
5011.516571	-146.707794
5011.853027	-144.496216
5012.189484	-144.245224
5012.525940	-144.154099
5012.862396	-147.643036
5013.198853	-145.410187
5013.535309	-147.795792
5013.871765	-144.126434
5014.208221	-145.300201
5014.544678	-144.365173
5014.881134	-144.431564
5015.217590	-145.187057
5015.554047	-144.221115
5015.890503	-144.086136
5016.226959	-142.047058
5016.563416	-140.730972
5016.899872	-140.116623
5017.236328	-140.573029
5017.572784	-142.307419
5017.909241	-141.910507
5018.245697	-146.163620
5018.582153	-142.311111
5018.918610	-143.230865
5019.255066	-145.579285
5019.591522	-147.263672
5019.927979	-145.694702
5020.264435	-146.176346
5020.600891	-145.507935
5020.937347	-145.944794
5021.273804	-142.407425
5021.610260	-140.651535
5021.946716	-141.017532
5022.283173	-144.285828
5022.619629	-144.008911
5022.956085	-142.098083
5023.292542	-143.512756
5023.628998	-143.819336
5023.965454	-142.949326
5024.301910	-143.668533
5024.638367	-143.197937
5024.974823	-145.910904
5025.311279	-145.714478
5025.647736	-142.066406
5025.984192	-142.643875
5026.320648	-142.943665
5026.657104	-143.681046
5026.993561	-142.951736
5027.330017	-143.088852
5027.666473	-144.550217
5028.002930	-145.848343
5028.339386	-144.914688
5028.675842	-146.239014
5029.012299	-146.609940
5029.348755	-143.536407
5029.685211	-142.500870
5030.021667	-144.622406
5030.358124	-141.625885
5030.694580	-143.222031
5031.031036	-143.229813
5031.367493	-146.096130
5031.703949	-143.953720
5032.040405	-144.483505
5032.376862	-144.281601
5032.713318	-146.058456
5033.049774	-147.415298
5033.386230	-145.458923
5033.722687	-146.178360
5034.059143	-142.350266
5034.395599	-141.790649
5034.732056	-142.440704
5035.068512	-146.500153
5035.404968	-141.604034
5035.741425	-142.861923
5036.077881	-143.727829
5036.414337	-143.536301
5036.750793	-143.732086
5037.087250	-143.346252
5037.423706	-142.183441
5037.760162	-145.534531
5038.096619	-143.576965
5038.433075	-146.289490
5038.769531	-152.472534
5039.105988	-145.908554
5039.442444	-144.957733
5039.778900	-142.368256
5040.115356	-141.039108
5040.451813	-143.166046
5040.788269	-144.934998
5041.124725	-144.626465
5041.461182	-145.518402
5041.797638	-142.305817
5042.134094	-143.351898
5042.470551	-145.597412
5042.807007	-145.757996
5043.143463	-142.791824
5043.479919	-143.962524
5043.816376	-145.009964
5044.152832	-147.071182
5044.489288	-145.863586
5044.825745	-143.492722
5045.162201	-143.945419
5045.498657	-146.035812
5045.835114	-146.811981
5046.171570	-146.439774
5046.508026	-145.400467
5046.844482	-146.695496
5047.180939	-148.612198
5047.517395	-144.476852
5047.853851	-142.636536
5048.190308	-148.274902
5048.526764	-147.190994
5048.863220	-147.012054
5049.199677	-144.453644
5049.536133	-144.899796
5049.872589	-144.395279
5050.209045	-144.466248
5050.545502	-145.800720
5050.881958	-148.592560
5051.218414	-147.600403
5051.554871	-144.659454
5051.891327	-144.270782
5052.227783	-142.545044
5052.564240	-140.841675
5052.900696	-143.599640
5053.237152	-142.524094
5053.573608	-141.935669
5053.910065	-140.278793
5054.246521	-139.862640
5054.582977	-142.365799
5054.919434	-146.122910
5055.255890	-144.321884
5055.592346	-141.397110
5055.928802	-141.125473
5056.265259	-144.357559
5056.601715	-146.146286
5056.938171	-148.414093
5057.274628	-146.652405
5057.611084	-144.497574
5057.947540	-147.152237
5058.283997	-146.297195
5058.620453	-143.999069
5058.956909	-143.557434
5059.293365	-143.410172
5059.629822	-142.863251
5059.966278	-141.707214
5060.302734	-141.719528
5060.639191	-145.361023
5060.975647	-142.620026
5061.312103	-140.321594
5061.648560	-142.885498
5061.985016	-144.881256
5062.321472	-143.481567
5062.657928	-142.012146
5062.994385	-141.793152
5063.330841	-144.207214
5063.667297	-146.361938
5064.003754	-148.347672
5064.340210	-147.361969
5064.676666	-144.315002
5065.013123	-143.593155
5065.349579	-145.467896
5065.686035	-145.848007
5066.022491	-144.632233
5066.358948	-145.481537
5066.695404	-145.961716
5067.031860	-143.656174
5067.368317	-141.758911
5067.704773	-141.703644
5068.041229	-145.488098
5068.377686	-144.414139
5068.714142	-149.462769
5069.050598	-145.495041
5069.387054	-145.200134
5069.723511	-147.051788
5070.059967	-147.708008
5070.396423	-143.906693
5070.732880	-143.990189
5071.069336	-142.418030
5071.405792	-142.490356
5071.742249	-147.550186
5072.078705	-148.444702
5072.415161	-150.600906
5072.751617	-146.394226
5073.088074	-144.297241
5073.424530	-143.695190
5073.760986	-146.618500
5074.097443	-144.040482
5074.433899	-141.814194
5074.770355	-142.433624
5075.106812	-145.107254
5075.443268	-142.648911
5075.779724	-141.101410
5076.116180	-143.488205
5076.452637	-144.848984
5076.789093	-145.642822
5077.125549	-147.118286
5077.462006	-148.395538
5077.798462	-144.780090
5078.134918	-143.341110
5078.471375	-144.725525
5078.807831	-147.692932
5079.144287	-149.794281
5079.480743	-147.888855
5079.817200	-143.900162
5080.153656	-143.821243
5080.490112	-146.497681
5080.826569	-146.383820
5081.163025	-143.453995
5081.499481	-145.605865
5081.835938	-144.668930
5082.172394	-143.983444
5082.508850	-144.028992
5082.845306	-142.981964
5083.181763	-143.422974
5083.518219	-147.449005
5083.854675	-147.374420
5084.191132	-146.795593
5084.527588	-146.565323
5084.864044	-145.279633
5085.200500	-144.347000
5085.536957	-142.954697
5085.873413	-144.643829
5086.209869	-146.015839
5086.546326	-143.769196
5086.882782	-143.631210
5087.219238	-143.146210
5087.555695	-147.843536
5087.892151	-148.203903
5088.228607	-146.919708
5088.565063	-147.158890
5088.901520	-142.622879
5089.237976	-142.045639
5089.574432	-142.063385
5089.910889	-144.158310
5090.247345	-143.968964
5090.583801	-144.036224
5090.920258	-146.889557
5091.256714	-147.394394
5091.593170	-143.736359
5091.929626	-144.709000
5092.266083	-144.643738
5092.602539	-142.654617
5092.938995	-139.880325
5093.275452	-143.402267
5093.611908	-146.833649
5093.948364	-147.186935
5094.284821	-146.917740
5094.621277	-147.308533
5094.957733	-143.468796
5095.294189	-144.339951
5095.630646	-142.596420
5095.967102	-141.815109
5096.303558	-142.438156
5096.640015	-145.234482
5096.976471	-144.245407
5097.312927	-143.516190
5097.649384	-143.627991
5097.985840	-142.921661
5098.322296	-143.022095
5098.658752	-143.701462
5098.995209	-145.536133
5099.331665	-145.370193
5099.668121	-146.207596
5100.004578	-143.168961
5100.341034	-141.503708
5100.677490	-144.389618
5101.013947	-143.282333
5101.350403	-143.361542
5101.686859	-143.502151
5102.023315	-141.809784
5102.359772	-144.456482
5102.696228	-145.941025
5103.032684	-147.142105
5103.369141	-146.022583
5103.705597	-143.487823
5104.042053	-143.719604
5104.378510	-145.341141
5104.714966	-143.785141
5105.051422	-144.940918
5105.387878	-143.490906
5105.724335	-142.058044
5106.060791	-146.721695
5106.397247	-145.238358
5106.733704	-143.626389
5107.070160	-143.954071
5107.406616	-143.512558
5107.743073	-145.248734
5108.079529	-145.875458
5108.415985	-146.545776
5108.752441	-148.820908
5109.088898	-145.866455
5109.425354	-144.789032
5109.761810	-148.995514
5110.098267	-146.128891
5110.434723	-143.837036
5110.771179	-141.210785
5111.107635	-143.376480
5111.444092	-144.640167
5111.780548	-143.028961
5112.117004	-145.410660
5112.453461	-144.598358
5112.789917	-144.682434
5113.126373	-140.173477
5113.462830	-145.702896
5113.799286	-152.322906
5114.135742	-149.941513
5114.472198	-150.917236
5114.808655	-146.016327
5115.145111	-144.619843
5115.481567	-144.771072
5115.818024	-146.805557
5116.154480	-145.828995
5116.490936	-145.990280
5116.827393	-146.639404
5117.163849	-147.606094
5117.500305	-144.571762
5117.836761	-144.863937
5118.173218	-146.051529
5118.509674	-150.938919
5118.846130	-149.736511
5119.182587	-143.176315
5119.519043	-144.316101
5119.855499	-147.297897
5120.191956	-146.204880
5120.528412	-147.108398
5120.864868	-148.167252
5121.201324	-142.711655
5121.537781	-140.980255
5121.874237	-145.299469
5122.210693	-146.841278
5122.547150	-143.559616
5122.883606	-149.082886
5123.220062	-147.485046
5123.556519	-144.287109
5123.892975	-144.472824
5124.229431	-144.002930
5124.565887	-147.780136
5124.902344	-146.014114
5125.238800	-143.672913
5125.575256	-146.001099
5125.911713	-144.188278
5126.248169	-140.136429
5126.584625	-143.849243
5126.921082	-149.636902
5127.257538	-147.707687
5127.593994	-144.447891
5127.930450	-145.208344
5128.266907	-145.632370
5128.603363	-145.290634
5128.939819	-144.214249
5129.276276	-142.263504
5129.612732	-144.921082
5129.949188	-147.769043
5130.285645	-147.247604
5130.622101	-147.731201
5130.958557	-144.777161
5131.295013	-145.049698
5131.631470	-142.158188
5131.967926	-144.411774
5132.304382	-145.401581
5132.640839	-148.834259
5132.977295	-148.425613
5133.313751	-143.663940
5133.650208	-142.672318
5133.986664	-143.251404
5134.323120	-149.628372
5134.659576	-147.093475
5134.996033	-142.108109
5135.332489	-142.897644
5135.668945	-143.303360
5136.005402	-146.030350
5136.341858	-145.338074
5136.678314	-148.842911
5137.014771	-145.013748
5137.351227	-144.075974
5137.687683	-144.968445
5138.024139	-145.951050
5138.360596	-149.732224
5138.697052	-148.175613
5139.033508	-147.492325
5139.369965	-145.949524
5139.706421	-143.812454
5140.042877	-142.169510
5140.379333	-141.157196
5140.715790	-142.248962
5141.052246	-145.084076
5141.388702	-143.821747
5141.725159	-144.958282
5142.061615	-142.763474
5142.398071	-142.864044
5142.734528	-143.013016
5143.070984	-143.710129
5143.407440	-146.538330
5143.743896	-151.394318
5144.080353	-146.796738
5144.416809	-146.006454
5144.753265	-147.687683
5145.089722	-144.482605
5145.426178	-147.912384
5145.762634	-143.018417
5146.099091	-143.244537
5146.435547	-146.042709
5146.772003	-146.560684
5147.108459	-142.908798
5147.444916	-143.257263
5147.781372	-144.455734
5148.117828	-145.035782
5148.454285	-146.584351
5148.790741	-140.601013
5149.127197	-139.968597
5149.463654	-141.563019
5149.800110	-142.765259
5150.136566	-145.807877
5150.473022	-145.121384
5150.809479	-143.122849
5151.145935	-144.977722
5151.482391	-143.298859
5151.818848	-143.718079
5152.155304	-143.095810
5152.491760	-145.323227
5152.828217	-142.474136
5153.164673	-149.103104
5153.501129	-142.131683
5153.837585	-144.097763
5154.174042	-147.574127
5154.510498	-149.195358
5154.846954	-143.416626
5155.183411	-142.709106
5155.519867	-142.397827
5155.856323	-145.622330
5156.192780	-143.515701
5156.529236	-143.906494
5156.865692	-144.216812
5157.202148	-144.197876
5157.538605	-142.449478
5157.875061	-141.133636
5158.211517	-143.400681
5158.547974	-141.897263
5158.884430	-144.609695
5159.220886	-143.184036
5159.557343	-142.290375
5159.893799	-146.336746
5160.230255	-147.209824
5160.566711	-146.029892
5160.903168	-149.241058
5161.239624	-147.809235
