Frequency (Hz)	Level (dB)
15548.991394	-142.378281
15549.327850	-147.160355
15549.664307	-151.152374
15550.000763	-150.957657
15550.337219	-145.670425
15550.673676	-145.658890
15551.010132	-147.515259
15551.346588	-148.718063
15551.683044	-148.837631
15552.019501	-144.941559
15552.355957	-143.447693
15552.692413	-147.279648
15553.028870	-143.274628
15553.365326	-144.236374
15553.701782	-143.204727
15554.038239	-143.595642
15554.374695	-144.236954
15554.711151	-149.934830
15555.047607	-145.091827
15555.384064	-143.631638
15555.720520	-144.360229
15556.056976	-145.202698
15556.393433	-145.468750
15556.729889	-146.651123
15557.066345	-143.668732
15557.402802	-142.211014
15557.739258	-143.906952
15558.075714	-144.687454
15558.412170	-146.369385
15558.748627	-146.120407
15559.085083	-145.411469
15559.421539	-147.072128
15559.757996	-143.547318
15560.094452	-143.055496
15560.430908	-144.323395
15560.767365	-143.501923
15561.103821	-145.047379
15561.440277	-144.822891
15561.776733	-142.550430
15562.113190	-144.797073
15562.449646	-147.443405
15562.786102	-146.970352
15563.122559	-146.692108
15563.459015	-143.990845
15563.795471	-143.090881
15564.131927	-143.221313
15564.468384	-142.281982
15564.804840	-144.821915
15565.141296	-146.492035
15565.477753	-147.854202
15565.814209	-147.983002
15566.150665	-146.676086
15566.487122	-145.489670
15566.823578	-143.263016
15567.160034	-144.823944
15567.496490	-144.557465
15567.832947	-144.310043
15568.169403	-141.001266
15568.505859	-143.119446
15568.842316	-144.341324
15569.178772	-141.694031
15569.515228	-140.939392
15569.851685	-144.358978
15570.188141	-146.029388
15570.524597	-143.835938
15570.861053	-142.954529
15571.197510	-139.711456
15571.533966	-139.085587
15571.870422	-144.337341
15572.206879	-145.140366
15572.543335	-144.802399
15572.879791	-150.380798
15573.216248	-143.595596
15573.552704	-143.831482
15573.889160	-146.373184
15574.225616	-148.356018
15574.562073	-144.615051
15574.898529	-142.339447
15575.234985	-144.752899
15575.571442	-146.524109
15575.907898	-149.339493
15576.244354	-143.499100
15576.580811	-141.711929
15576.917267	-143.927017
15577.253723	-145.251663
15577.590179	-143.187683
15577.926636	-143.399841
15578.263092	-142.870880
15578.599548	-145.688644
15578.936005	-146.653824
15579.272461	-146.683426
15579.608917	-144.628494
15579.945374	-143.404099
15580.281830	-146.711197
15580.618286	-142.995148
15580.954742	-144.750229
15581.291199	-146.185410
15581.627655	-141.796417
15581.964111	-139.218781
15582.300568	-141.717316
15582.637024	-144.480560
15582.973480	-146.130966
15583.309937	-148.405197
15583.646393	-147.827286
15583.982849	-147.304718
15584.319305	-147.577118
15584.655762	-144.041229
15584.992218	-144.106903
15585.328674	-144.184708
15585.665131	-144.614090
15586.001587	-146.638184
15586.338043	-148.127533
15586.674500	-148.408768
15587.010956	-144.097870
15587.347412	-144.643341
15587.683868	-148.056152
15588.020325	-144.444763
15588.356781	-140.489532
15588.693237	-142.097824
15589.029694	-143.596390
15589.366150	-146.614349
15589.702606	-143.931763
15590.039062	-141.245712
15590.375519	-142.234482
15590.711975	-143.041656
15591.048431	-144.265396
15591.384888	-147.076996
15591.721344	-142.631729
15592.057800	-146.361359
15592.394257	-144.550751
15592.730713	-147.770676
15593.067169	-150.919540
15593.403625	-146.932922
15593.740082	-144.772263
15594.076538	-146.004715
15594.412994	-144.683990
15594.749451	-144.549622
15595.085907	-142.584518
15595.422363	-144.399170
15595.758820	-146.621124
15596.095276	-147.877319
15596.431732	-149.336121
15596.768188	-145.954544
15597.104645	-142.683289
15597.441101	-144.459030
15597.777557	-146.550079
15598.114014	-145.759247
15598.450470	-145.412796
15598.786926	-147.819260
15599.123383	-148.401337
15599.459839	-143.395798
15599.796295	-141.665329
15600.132751	-142.678131
15600.469208	-142.354141
15600.805664	-143.764099
15601.142120	-144.081955
15601.478577	-144.093735
15601.815033	-144.466095
15602.151489	-149.815567
15602.487946	-146.196365
15602.824402	-140.746277
15603.160858	-142.244003
15603.497314	-147.195084
15603.833771	-149.528580
15604.170227	-145.748428
15604.506683	-147.121170
15604.843140	-149.425659
15605.179596	-148.994034
15605.516052	-144.930969
15605.852509	-144.542709
15606.188965	-150.223587
15606.525421	-146.492981
15606.861877	-143.718369
15607.198334	-146.112900
15607.534790	-147.068069
15607.871246	-150.131866
15608.207703	-146.250137
15608.544159	-147.456589
15608.880615	-144.671295
15609.217072	-143.641052
15609.553528	-145.993530
15609.889984	-147.141739
15610.226440	-143.592682
15610.562897	-142.334793
15610.899353	-141.587494
15611.235809	-145.384018
15611.572266	-145.086029
15611.908722	-149.195129
15612.245178	-146.125046
15612.581635	-144.091797
15612.918091	-148.317596
15613.254547	-144.140472
15613.591003	-145.346725
15613.927460	-141.959610
15614.263916	-144.661407
15614.600372	-144.309067
15614.936829	-144.534348
15615.273285	-142.428986
15615.609741	-142.698730
15615.946198	-143.400177
15616.282654	-143.418625
15616.619110	-146.104630
15616.955566	-147.227463
15617.292023	-143.288849
15617.628479	-142.722961
15617.964935	-146.064819
15618.301392	-144.024887
15618.637848	-143.253677
15618.974304	-144.965897
15619.310760	-146.070419
15619.647217	-142.204330
15619.983673	-142.319061
15620.320129	-141.933380
15620.656586	-142.628464
15620.993042	-141.688278
15621.329498	-140.757919
15621.665955	-140.289780
15622.002411	-140.430756
15622.338867	-143.737015
15622.675323	-146.598312
15623.011780	-148.350327
15623.348236	-144.212555
15623.684692	-142.950104
15624.021149	-144.509720
15624.357605	-145.722153
15624.694061	-146.977264
15625.030518	-143.749268
15625.366974	-147.457321
15625.703430	-153.839523
15626.039886	-145.541443
15626.376343	-142.593201
15626.712799	-144.183441
15627.049255	-145.681000
15627.385712	-142.229599
15627.722168	-145.247482
15628.058624	-151.377960
15628.395081	-142.956726
15628.731537	-143.854706
15629.067993	-148.346924
15629.404449	-149.396133
15629.740906	-145.003387
15630.077362	-140.559814
15630.413818	-144.218796
15630.750275	-145.301376
15631.086731	-146.057846
15631.423187	-148.140640
15631.759644	-145.444397
15632.096100	-149.365417
15632.432556	-142.087845
15632.769012	-143.083359
15633.105469	-145.424011
15633.441925	-148.676254
15633.778381	-148.416336
15634.114838	-152.873016
15634.451294	-148.429367
15634.787750	-145.418732
15635.124207	-143.555862
15635.460663	-144.191223
15635.797119	-143.300079
15636.133575	-143.336716
15636.470032	-143.175446
15636.806488	-145.640747
15637.142944	-150.875504
15637.479401	-145.451172
15637.815857	-144.476807
15638.152313	-149.262573
15638.488770	-146.243835
15638.825226	-146.321106
15639.161682	-143.170578
15639.498138	-143.922073
15639.834595	-145.770981
15640.171051	-144.472702
15640.507507	-146.987289
15640.843964	-149.496307
15641.180420	-148.956085
15641.516876	-146.064774
15641.853333	-144.070679
15642.189789	-145.519836
15642.526245	-148.044693
15642.862701	-145.747086
15643.199158	-144.016068
15643.535614	-144.636032
15643.872070	-146.451645
15644.208527	-144.459763
15644.544983	-147.047638
15644.881439	-146.064606
15645.217896	-145.113403
15645.554352	-148.469727
15645.890808	-150.486832
15646.227264	-148.632645
15646.563721	-144.972580
15646.900177	-144.838852
15647.236633	-146.999420
15647.573090	-145.647217
15647.909546	-146.116974
15648.246002	-144.652176
15648.582458	-146.193283
15648.918915	-147.868866
15649.255371	-145.402084
15649.591827	-143.453293
15649.928284	-144.126846
15650.264740	-147.791199
15650.601196	-145.583145
15650.937653	-143.662766
15651.274109	-144.617935
15651.610565	-144.794861
15651.947021	-144.467041
15652.283478	-143.267181
15652.619934	-145.537979
15652.956390	-147.111008
15653.292847	-148.794128
15653.629303	-148.158112
15653.965759	-143.296753
15654.302216	-143.709671
15654.638672	-145.885330
15654.975128	-144.490204
15655.311584	-144.548386
15655.648041	-147.538681
15655.984497	-148.390808
15656.320953	-145.989212
15656.657410	-144.160751
15656.993866	-142.210602
15657.330322	-141.404037
15657.666779	-144.412628
15658.003235	-141.671600
15658.339691	-140.760773
15658.676147	-145.035294
15659.012604	-143.176041
15659.349060	-142.530121
15659.685516	-142.012695
15660.021973	-141.504898
15660.358429	-141.928452
15660.694885	-142.986725
15661.031342	-143.509933
15661.367798	-143.016296
15661.704254	-141.923157
15662.040710	-143.567841
15662.377167	-146.036667
15662.713623	-148.176956
15663.050079	-150.356949
15663.386536	-144.717499
15663.722992	-143.826370
15664.059448	-145.141739
15664.395905	-146.651657
15664.732361	-144.295959
15665.068817	-141.654068
15665.405273	-141.506348
15665.741730	-142.797409
15666.078186	-142.205460
15666.414642	-143.881012
15666.751099	-145.079300
15667.087555	-143.747787
15667.424011	-144.912872
15667.760468	-144.485703
15668.096924	-144.408173
15668.433380	-145.285446
15668.769836	-144.940460
15669.106293	-146.332245
15669.442749	-148.337158
15669.779205	-147.984253
15670.115662	-144.569214
15670.452118	-144.537262
15670.788574	-143.654236
15671.125031	-146.404617
15671.461487	-143.357040
15671.797943	-144.882248
15672.134399	-144.481812
15672.470856	-144.362015
15672.807312	-141.742523
15673.143768	-142.483246
15673.480225	-146.454453
15673.816681	-143.136032
15674.153137	-145.812531
15674.489594	-143.771896
15674.826050	-144.037003
15675.162506	-146.215134
15675.498962	-148.751953
15675.835419	-148.727829
15676.171875	-146.021255
15676.508331	-141.898300
15676.844788	-142.806168
15677.181244	-145.760757
15677.517700	-144.420532
15677.854156	-144.238739
15678.190613	-142.827332
15678.527069	-146.437256
15678.863525	-142.342560
15679.199982	-142.364853
15679.536438	-142.472702
15679.872894	-142.551636
15680.209351	-140.434921
15680.545807	-140.117920
15680.882263	-142.772278
15681.218719	-143.065765
15681.555176	-141.912323
15681.891632	-143.990829
15682.228088	-143.116592
15682.564545	-145.917725
15682.901001	-145.407852
15683.237457	-147.883453
15683.573914	-144.300415
15683.910370	-142.800018
15684.246826	-142.538406
15684.583282	-144.981613
15684.919739	-148.307449
15685.256195	-143.124802
15685.592651	-145.493011
15685.929108	-153.173737
15686.265564	-145.891205
15686.602020	-145.227859
15686.938477	-144.506088
15687.274933	-147.571701
15687.611389	-143.080505
15687.947845	-142.216812
15688.284302	-144.897003
15688.620758	-146.316956
15688.957214	-146.854233
15689.293671	-144.370529
15689.630127	-142.314651
15689.966583	-144.696655
15690.303040	-142.991318
15690.639496	-142.562637
15690.975952	-145.546188
15691.312408	-145.721954
15691.648865	-142.556549
15691.985321	-143.452560
15692.321777	-144.756821
15692.658234	-144.143478
15692.994690	-145.856079
15693.331146	-145.729019
15693.667603	-144.719894
15694.004059	-146.284500
15694.340515	-142.729675
15694.676971	-140.256851
15695.013428	-141.278381
15695.349884	-143.924179
15695.686340	-144.785477
15696.022797	-143.881760
15696.359253	-140.962311
15696.695709	-143.526138
15697.032166	-146.935226
15697.368622	-144.410217
15697.705078	-141.651367
15698.041534	-142.750443
15698.377991	-144.087799
15698.714447	-144.069794
15699.050903	-145.058685
15699.387360	-149.309128
15699.723816	-150.503448
15700.060272	-149.513077
15700.396729	-143.047974
15700.733185	-141.501587
15701.069641	-143.075500
15701.406097	-146.947144
15701.742554	-149.061859
15702.079010	-146.021988
15702.415466	-145.373047
15702.751923	-142.692612
15703.088379	-142.310760
15703.424835	-143.231339
15703.761292	-143.534286
15704.097748	-143.618866
15704.434204	-142.821289
15704.770660	-143.046570
15705.107117	-144.982117
15705.443573	-146.592743
15705.780029	-145.381592
15706.116486	-144.899689
15706.452942	-146.119202
15706.789398	-151.329086
15707.125854	-146.588669
15707.462311	-144.901398
15707.798767	-146.385712
15708.135223	-150.284500
15708.471680	-145.657288
15708.808136	-142.266937
15709.144592	-145.768341
15709.481049	-144.264557
15709.817505	-144.634155
15710.153961	-148.944656
15710.490417	-148.152252
15710.826874	-149.673508
15711.163330	-144.712769
15711.499786	-143.794937
15711.836243	-146.115738
15712.172699	-145.813110
15712.509155	-142.462082
15712.845612	-142.225250
15713.182068	-145.595490
15713.518524	-143.876205
15713.854980	-145.411423
15714.191437	-145.055054
15714.527893	-142.301193
15714.864349	-145.227463
15715.200806	-146.785156
15715.537262	-141.876236
15715.873718	-146.197433
15716.210175	-145.048264
15716.546631	-148.156189
15716.883087	-149.201630
15717.219543	-147.652405
15717.556000	-146.787262
15717.892456	-146.158737
15718.228912	-145.794296
15718.565369	-143.499405
15718.901825	-141.885040
15719.238281	-143.792526
15719.574738	-148.900314
15719.911194	-148.111450
15720.247650	-147.198212
15720.584106	-147.455048
15720.920563	-145.541519
15721.257019	-144.369019
15721.593475	-144.603683
15721.929932	-145.773849
15722.266388	-146.502060
15722.602844	-140.897186
15722.939301	-142.065109
15723.275757	-145.833481
15723.612213	-146.506760
15723.948669	-143.540634
15724.285126	-144.828506
15724.621582	-147.020782
15724.958038	-144.620850
15725.294495	-146.682510
15725.630951	-141.346848
15725.967407	-139.580627
15726.303864	-143.388062
15726.640320	-143.715424
15726.976776	-143.055069
15727.313232	-144.060196
15727.649689	-149.665283
15727.986145	-144.071167
15728.322601	-142.919952
15728.659058	-142.048309
15728.995514	-140.378525
15729.331970	-146.031052
15729.668427	-149.840317
15730.004883	-145.505981
15730.341339	-144.695465
15730.677795	-147.303543
15731.014252	-145.943863
15731.350708	-148.344238
15731.687164	-152.545303
15732.023621	-148.587265
15732.360077	-159.447952
15732.696533	-150.561813
15733.032990	-147.299850
15733.369446	-146.676453
15733.705902	-147.904480
15734.042358	-147.782547
15734.378815	-145.726990
15734.715271	-143.087723
15735.051727	-143.475754
15735.388184	-143.443436
15735.724640	-142.878754
15736.061096	-143.603317
15736.397552	-144.453415
15736.734009	-147.759476
15737.070465	-145.243362
15737.406921	-145.788513
15737.743378	-141.095688
15738.079834	-141.008286
15738.416290	-145.313034
15738.752747	-145.002930
15739.089203	-144.296066
15739.425659	-143.248245
15739.762115	-142.989105
15740.098572	-145.433243
15740.435028	-148.231461
15740.771484	-149.368454
15741.107941	-154.440704
15741.444397	-151.052353
15741.780853	-146.112534
15742.117310	-145.013062
15742.453766	-145.213257
15742.790222	-143.104828
15743.126678	-144.308762
15743.463135	-145.282318
15743.799591	-144.165466
15744.136047	-144.800919
15744.472504	-145.739197
15744.808960	-146.653244
15745.145416	-147.444199
15745.481873	-147.778320
15745.818329	-147.175720
15746.154785	-145.603836
15746.491241	-145.890274
15746.827698	-147.234390
15747.164154	-146.176193
15747.500610	-145.365952
15747.837067	-144.648941
15748.173523	-143.274216
15748.509979	-144.090973
15748.846436	-144.208694
15749.182892	-144.459579
15749.519348	-142.959793
15749.855804	-145.252930
15750.192261	-144.101654
15750.528717	-140.929840
15750.865173	-144.313583
15751.201630	-144.745163
15751.538086	-143.280807
15751.874542	-143.715256
15752.210999	-146.323837
15752.547455	-144.500793
15752.883911	-145.631180
15753.220367	-142.296249
15753.556824	-141.133041
15753.893280	-141.681976
15754.229736	-144.101273
15754.566193	-144.160278
15754.902649	-146.987152
15755.239105	-145.816650
15755.575562	-144.772919
15755.912018	-144.653931
15756.248474	-143.372131
15756.584930	-144.273590
15756.921387	-143.642166
15757.257843	-146.244797
15757.594299	-147.976105
15757.930756	-142.509674
15758.267212	-142.963211
15758.603668	-143.211197
15758.940125	-146.091141
15759.276581	-147.850998
15759.613037	-145.359818
15759.949493	-147.774063
15760.285950	-145.488388
15760.622406	-144.115448
15760.958862	-145.739029
15761.295319	-145.634354
15761.631775	-143.776703
15761.968231	-143.050278
15762.304688	-147.702530
15762.641144	-149.360229
15762.977600	-147.445358
15763.314056	-143.388794
15763.650513	-143.702972
15763.986969	-143.449783
15764.323425	-143.273911
15764.659882	-143.394806
15764.996338	-143.800751
15765.332794	-146.722321
15765.669250	-144.010391
15766.005707	-145.117722
15766.342163	-142.708954
15766.678619	-146.184357
15767.015076	-144.024704
15767.351532	-143.483902
15767.687988	-144.591354
15768.024445	-148.217010
15768.360901	-143.976257
15768.697357	-144.383774
15769.033813	-145.766922
15769.370270	-144.693283
15769.706726	-145.681747
15770.043182	-144.632065
15770.379639	-148.443466
15770.716095	-144.689545
15771.052551	-142.282501
15771.389008	-144.579391
15771.725464	-145.730865
15772.061920	-143.658997
15772.398376	-145.337982
15772.734833	-145.302048
15773.071289	-143.354950
15773.407745	-147.936600
15773.744202	-145.842224
15774.080658	-143.451859
15774.417114	-142.760284
15774.753571	-148.725861
15775.090027	-149.227127
15775.426483	-146.243362
15775.762939	-144.684952
15776.099396	-144.488403
15776.435852	-146.865646
15776.772308	-148.467484
15777.108765	-146.560867
15777.445221	-143.040665
15777.781677	-143.345673
15778.118134	-143.124878
15778.454590	-147.522797
15778.791046	-152.918152
15779.127502	-148.579147
15779.463959	-146.391495
15779.800415	-151.171432
15780.136871	-150.931549
15780.473328	-146.125107
15780.809784	-146.455673
15781.146240	-147.573669
15781.482697	-146.174774
15781.819153	-144.711823
15782.155609	-150.043030
15782.492065	-149.412521
15782.828522	-147.897614
15783.164978	-150.630936
15783.501434	-146.871201
15783.837891	-146.179428
15784.174347	-148.656647
15784.510803	-146.790344
15784.847260	-144.709702
15785.183716	-142.726990
15785.520172	-144.941910
15785.856628	-146.291611
15786.193085	-144.873978
15786.529541	-145.071671
15786.865997	-147.919312
15787.202454	-148.228943
15787.538910	-146.578354
15787.875366	-142.672653
15788.211823	-143.397232
15788.548279	-143.611176
15788.884735	-143.743652
15789.221191	-146.850174
15789.557648	-148.563568
15789.894104	-146.228439
15790.230560	-145.806519
15790.567017	-151.446014
15790.903473	-148.737564
15791.239929	-146.637604
15791.576385	-145.532425
15791.912842	-142.199142
15792.249298	-143.270432
15792.585754	-143.499390
15792.922211	-141.210831
15793.258667	-147.152161
15793.595123	-148.057755
15793.931580	-146.745041
15794.268036	-147.609909
15794.604492	-147.807251
15794.940948	-146.065765
15795.277405	-144.679230
15795.613861	-140.282166
15795.950317	-141.635986
15796.286774	-146.157074
15796.623230	-148.921463
15796.959686	-148.599411
15797.296143	-144.444595
15797.632599	-142.012161
15797.969055	-141.174561
15798.305511	-143.366470
15798.641968	-141.717270
15798.978424	-141.925705
15799.314880	-145.690063
15799.651337	-147.784546
15799.987793	-144.757919
15800.324249	-145.052124
15800.660706	-145.093735
15800.997162	-143.335663
15801.333618	-142.174347
15801.670074	-142.105301
15802.006531	-147.045547
15802.342987	-146.243469
15802.679443	-144.394028
15803.015900	-145.143112
15803.352356	-144.779907
15803.688812	-148.807632
15804.025269	-146.385452
15804.361725	-144.566940
15804.698181	-150.769180
15805.034637	-149.731216
15805.371094	-147.239410
15805.707550	-153.928436
15806.044006	-144.795593
15806.380463	-146.278259
15806.716919	-143.276749
15807.053375	-144.722549
15807.389832	-147.152435
15807.726288	-147.576523
15808.062744	-148.917557
15808.399200	-145.588013
15808.735657	-144.650696
15809.072113	-148.194305
15809.408569	-145.896683
15809.745026	-144.903610
15810.081482	-147.069641
15810.417938	-147.839844
15810.754395	-144.155212
15811.090851	-144.306976
15811.427307	-144.020416
15811.763763	-146.473297
15812.100220	-143.225708
15812.436676	-143.965363
15812.773132	-150.849075
15813.109589	-144.056396
15813.446045	-141.479843
15813.782501	-146.482880
15814.118958	-150.072250
15814.455414	-144.617645
15814.791870	-141.411331
15815.128326	-142.061798
15815.464783	-143.176651
15815.801239	-141.635437
15816.137695	-140.288376
15816.474152	-143.447113
15816.810608	-145.070984
15817.147064	-145.922775
15817.483521	-146.343948
15817.819977	-144.174835
15818.156433	-146.015091
15818.492889	-146.393768
15818.829346	-143.602310
15819.165802	-146.829010
15819.502258	-142.028687
15819.838715	-143.270096
15820.175171	-143.062225
15820.511627	-143.473373
15820.848083	-149.049164
15821.184540	-152.795547
15821.520996	-150.318573
15821.857452	-145.295029
15822.193909	-142.517349
15822.530365	-141.541031
15822.866821	-143.350601
15823.203278	-151.373276
15823.539734	-144.265869
15823.876190	-144.141922
15824.212646	-145.686676
15824.549103	-150.855377
15824.885559	-144.356964
15825.222015	-142.096054
15825.558472	-143.400360
15825.894928	-145.092300
15826.231384	-146.971268
15826.567841	-147.194489
15826.904297	-148.636658
15827.240753	-147.704407
15827.577209	-143.920670
15827.913666	-144.349091
15828.250122	-143.218475
15828.586578	-143.453949
15828.923035	-146.236404
15829.259491	-146.580170
15829.595947	-147.268814
15829.932404	-148.898727
15830.268860	-143.493240
15830.605316	-143.436142
15830.941772	-148.969299
15831.278229	-148.492813
15831.614685	-145.134064
15831.951141	-144.992142
15832.287598	-143.885025
15832.624054	-142.663147
15832.960510	-144.680756
15833.296967	-146.222061
15833.633423	-143.250473
15833.969879	-145.448456
15834.306335	-148.925995
15834.642792	-147.386032
15834.979248	-145.674133
15835.315704	-145.160507
15835.652161	-143.386078
15835.988617	-141.720963
15836.325073	-142.839325
15836.661530	-140.242828
15836.997986	-140.999008
15837.334442	-145.386642
15837.670898	-145.683029
15838.007355	-143.061569
15838.343811	-147.807312
15838.680267	-149.961197
15839.016724	-145.041061
15839.353180	-142.486450
15839.689636	-141.844711
15840.026093	-142.419617
15840.362549	-145.448166
15840.699005	-147.777267
15841.035461	-146.175262
15841.371918	-146.583176
15841.708374	-146.482529
15842.044830	-143.542953
15842.381287	-143.383911
15842.717743	-144.365219
15843.054199	-146.578491
15843.390656	-150.677078
15843.727112	-146.832703
15844.063568	-143.976624
15844.400024	-142.220917
15844.736481	-146.040344
15845.072937	-154.355789
15845.409393	-148.511108
15845.745850	-146.416458
15846.082306	-145.747162
15846.418762	-144.750076
15846.755219	-143.351242
15847.091675	-146.206390
15847.428131	-141.959442
15847.764587	-142.197556
15848.101044	-141.322052
15848.437500	-144.334167
15848.773956	-141.468109
15849.110413	-142.962433
15849.446869	-145.584290
15849.783325	-146.562103
15850.119781	-142.587036
15850.456238	-146.161270
15850.792694	-144.601486
15851.129150	-144.761520
15851.465607	-147.495224
15851.802063	-148.104401
15852.138519	-145.885605
15852.474976	-146.931839
15852.811432	-152.388702
15853.147888	-147.979675
15853.484344	-148.382767
15853.820801	-144.201279
15854.157257	-143.421326
15854.493713	-143.411667
15854.830170	-143.043823
15855.166626	-142.231506
15855.503082	-143.067627
15855.839539	-144.510742
15856.175995	-145.065811
15856.512451	-144.800903
15856.848907	-145.368179
15857.185364	-143.119690
15857.521820	-144.069061
15857.858276	-147.599701
15858.194733	-144.458771
15858.531189	-146.775055
15858.867645	-146.227310
15859.204102	-144.202530
15859.540558	-141.329132
15859.877014	-140.630051
15860.213470	-141.405182
15860.549927	-145.559570
15860.886383	-144.319244
15861.222839	-143.431870
15861.559296	-143.072357
15861.895752	-142.769501
15862.232208	-143.683685
15862.568665	-142.882004
15862.905121	-143.451416
15863.241577	-146.604813
15863.578033	-146.500046
15863.914490	-147.112885
15864.250946	-142.261688
15864.587402	-144.055725
15864.923859	-141.813492
15865.260315	-145.743912
15865.596771	-143.692261
15865.933228	-142.541183
15866.269684	-145.405273
15866.606140	-146.770798
15866.942596	-148.307220
15867.279053	-146.982285
15867.615509	-143.446075
15867.951965	-143.382355
15868.288422	-144.492050
15868.624878	-145.605225
15868.961334	-146.027115
15869.297791	-148.035934
15869.634247	-146.874008
15869.970703	-143.481171
15870.307159	-145.272797
15870.643616	-145.758560
15870.980072	-147.225800
15871.316528	-146.090271
15871.652985	-144.108475
15871.989441	-142.974869
15872.325897	-149.064896
15872.662354	-151.629074
15872.998810	-146.684601
15873.335266	-146.610947
15873.671722	-149.914505
15874.008179	-151.278641
15874.344635	-143.881989
15874.681091	-141.190613
15875.017548	-143.451584
15875.354004	-144.568893
15875.690460	-144.969330
15876.026917	-141.055450
15876.363373	-143.474716
15876.699829	-146.997986
15877.036285	-145.094391
15877.372742	-143.811493
15877.709198	-147.064896
15878.045654	-143.888611
15878.382111	-143.794937
15878.718567	-146.029007
15879.055023	-145.248428
15879.391479	-144.297607
15879.727936	-145.189102
15880.064392	-143.815201
15880.400848	-142.141220
15880.737305	-144.076233
15881.073761	-144.582535
15881.410217	-144.141891
15881.746674	-146.186569
15882.083130	-148.299515
15882.419586	-148.547134
15882.756042	-148.700912
15883.092499	-145.594803
15883.428955	-141.607300
15883.765411	-140.744797
15884.101868	-142.022446
15884.438324	-144.733902
15884.774780	-145.650299
15885.111237	-144.518631
15885.447693	-147.509567
15885.784149	-144.772888
15886.120605	-143.983139
15886.457062	-146.381546
15886.793518	-146.647156
15887.129974	-144.207352
15887.466431	-143.756866
15887.802887	-143.382095
15888.139343	-144.505707
15888.475800	-145.752686
15888.812256	-143.857025
15889.148712	-145.044296
15889.485168	-148.918701
15889.821625	-146.558807
15890.158081	-149.924973
15890.494537	-145.228088
15890.830994	-143.475189
15891.167450	-147.745987
15891.503906	-152.753815
15891.840363	-146.420502
15892.176819	-144.802109
15892.513275	-144.645706
15892.849731	-147.467819
15893.186188	-150.036804
15893.522644	-148.279739
15893.859100	-142.647247
15894.195557	-142.562057
15894.532013	-148.696167
15894.868469	-145.255280
15895.204926	-143.322891
15895.541382	-146.992310
15895.877838	-148.020767
15896.214294	-148.863678
15896.550751	-144.265060
15896.887207	-143.352203
15897.223663	-147.516235
15897.560120	-150.316605
15897.896576	-148.495300
15898.233032	-144.660431
15898.569489	-144.973709
15898.905945	-143.055466
15899.242401	-143.401627
15899.578857	-145.747772
15899.915314	-144.440384
15900.251770	-146.763977
15900.588226	-143.283508
15900.924683	-142.358154
15901.261139	-143.657471
15901.597595	-142.756256
15901.934052	-143.959641
15902.270508	-143.799774
15902.606964	-147.634735
15902.943420	-148.126190
15903.279877	-145.866043
15903.616333	-145.488556
15903.952789	-143.674850
15904.289246	-144.054672
15904.625702	-147.750061
15904.962158	-147.112030
15905.298615	-144.860428
15905.635071	-145.022568
15905.971527	-143.999191
15906.307983	-146.492935
15906.644440	-148.368896
15906.980896	-145.256195
15907.317352	-145.754883
15907.653809	-144.541626
15907.990265	-146.665939
15908.326721	-146.475967
15908.663177	-145.266098
15908.999634	-148.919724
15909.336090	-144.516403
15909.672546	-144.217636
15910.009003	-149.681335
15910.345459	-147.096359
15910.681915	-146.940033
15911.018372	-149.553619
15911.354828	-147.464111
15911.691284	-148.329819
15912.027740	-149.463333
15912.364197	-147.183182
15912.700653	-148.156815
15913.037109	-147.413116
15913.373566	-148.315002
15913.710022	-152.197784
15914.046478	-147.275192
15914.382935	-144.185318
15914.719391	-144.458847
15915.055847	-147.954819
15915.392303	-148.093140
15915.728760	-146.756363
15916.065216	-145.222046
15916.401672	-144.455704
15916.738129	-142.211136
15917.074585	-142.321884
15917.411041	-144.968002
15917.747498	-145.137268
15918.083954	-146.245026
15918.420410	-144.215317
15918.756866	-140.822662
15919.093323	-141.828094
15919.429779	-141.006989
15919.766235	-143.968887
15920.102692	-146.346313
15920.439148	-148.214661
15920.775604	-146.528152
15921.112061	-144.838455
15921.448517	-143.420181
15921.784973	-144.972717
15922.121429	-143.775803
15922.457886	-142.623093
15922.794342	-143.310699
15923.130798	-145.060089
15923.467255	-143.250137
15923.803711	-144.664948
15924.140167	-144.213684
15924.476624	-141.879135
15924.813080	-143.177353
15925.149536	-143.753922
15925.485992	-143.370590
15925.822449	-140.606033
15926.158905	-143.836151
15926.495361	-146.679703
15926.831818	-144.559662
15927.168274	-146.523987
15927.504730	-142.558990
15927.841187	-143.809631
15928.177643	-147.039352
15928.514099	-144.148163
15928.850555	-142.421906
15929.187012	-140.668472
15929.523468	-143.345825
15929.859924	-145.051315
15930.196381	-144.202667
15930.532837	-142.406784
15930.869293	-141.361542
15931.205750	-142.189911
15931.542206	-143.308136
15931.878662	-145.798477
15932.215118	-147.908035
15932.551575	-144.343369
15932.888031	-145.827377
15933.224487	-145.716492
15933.560944	-142.110611
15933.897400	-141.365860
15934.233856	-144.316452
15934.570312	-145.671600
15934.906769	-143.896225
15935.243225	-149.120468
15935.579681	-150.669708
15935.916138	-143.500076
15936.252594	-142.696320
15936.589050	-145.018280
15936.925507	-142.452454
15937.261963	-143.210846
15937.598419	-146.598099
15937.934875	-145.859100
15938.271332	-145.498581
15938.607788	-140.977142
15938.944244	-141.555389
15939.280701	-141.543716
15939.617157	-143.808075
15939.953613	-148.209549
15940.290070	-144.992065
15940.626526	-142.218216
